FN	FACID	FASAT	FAMS	FAPU	FAPUN3	FAPUN6	F4D0	F6D0	F7D0	F8D0	F10D0	F12D0	F13D0	F14D0	F15D0	F15D0AI	F16D0	F16D0I	F17D0	F17D0AI	F18D0	F20D0	F22D0	F24D0	F10D1	F14D1	F15D1	F16D1	F17D1	F18D1	F18D1CN9	F18D1CN7	F20D1	F22D1	F24D1	F16D2	F16D3	F16D4	F18D2N6	F18D3N3	F18D3N6	F18D4N3	F20D2N6	F20D3N3	F20D3N6	F20D4N3	F20D4N6	F20D5N3	F21D5N3	F22D2	F22D4N6	F22D5N3	F22D5N6	F22D6N3	FAUN	NoticeFA		
11128	71.58	32.03	30.08	9.48	0.48	9.00	-	-	-	-	56	110	-	1100	40	-	18000	-	300	-	12000	180	0	0	0	0	0	1200	190	28000	-	-	590	0	0	0	0	0	8400	370	0	0	390	-	52	0	120	0	0	0	54	65	0	41	-	皮下脂肪及び筋間脂肪		
11129	33.36	14.60	15.26	3.50	0.18	3.32	-	-	-	-	41	140	-	700	27	-	8700	-	120	-	4800	72	0	0	0	0	0	870	87	14000	13000	1000	270	0	0	0	0	0	3000	160	0	0	130	-	28	0	75	0	0	0	33	23	0	0	-			
11277	40.03	17.59	18.57	3.87	0.19	3.68	-	-	-	-	49	140	-	860	32	-	11000	-	130	-	5700	88	0	0	0	16	0	1100	100	17000	16000	1200	300	0	0	0	0	0	3400	170	0	0	140	-	29	0	65	0	0	0	33	22	0	0	-			
11130	9.07	3.59	4.24	1.24	0.06	1.18	-	-	-	-	9	15	-	140	5	-	2200	-	31	-	1200	18	0	0	0	0	0	230	24	3900	-	-	67	0	0	0	0	0	1100	45	0	0	47	-	13	0	57	1	0	0	7	11	0	3	-	皮下脂肪： 6.9 %、筋間脂肪： 3.4 %<br>赤肉と脂身から計算		
11131	5.18	2.01	2.48	0.69	0.03	0.65	-	-	-	-	5	7	-	77	3	-	1200	-	17	-	650	10	0	0	0	0	0	150	13	2300	-	-	37	0	0	0	0	0	560	22	0	0	25	-	10	0	52	1	0	0	8	8	0	4	-	筋間脂肪： 3.7 %<br>赤肉と脂身から計算		
11133	6.82	2.68	3.27	0.86	0.04	0.82	-	-	-	-	7	10	-	100	4	-	1700	-	19	-	860	13	0	0	0	0	0	190	18	3000	-	-	49	0	0	0	0	0	730	28	0	0	32	-	10	0	47	1	0	0	8	8	0	5	-			
11132	6.39	2.52	3.08	0.78	0.04	0.74	-	-	-	-	7	9	-	96	4	-	1600	-	17	-	820	12	0	0	0	0	0	180	16	2800	-	-	47	0	0	0	0	0	660	25	0	0	29	-	9	0	44	1	0	0	7	7	0	5	-			
11134	2.97	1.12	1.48	0.37	0.02	0.35	-	-	-	-	3	3	-	40	2	-	700	-	8	-	350	5	0	0	0	0	0	97	7	1400	-	-	20	0	0	0	0	0	270	9	0	0	12	-	8	0	49	1	0	0	8	6	0	4	-	皮下脂肪及び筋間脂肪を除いたもの		
11135	62.16	25.07	28.25	8.84	0.41	8.43	-	-	-	-	58	120	-	1000	37	-	15000	-	230	-	8300	130	0	0	0	0	0	1400	170	26000	-	-	480	0	0	0	0	0	7900	360	0	0	340	-	57	0	130	0	0	0	0	55	0	0	-	皮下脂肪及び筋間脂肪		
11136	15.20	5.80	7.40	2.00	0.10	1.90	-	-	-	-	16	27	-	240	8	-	3600	-	48	-	1800	29	0	0	0	0	0	410	41	6800	-	-	120	0	0	0	0	0	1700	76	0	0	78	-	17	0	58	0	0	0	6	16	0	3	-	皮下脂肪： 10.2 %、筋間脂肪： 7.4 %<br>赤肉と脂身から計算		
11137	9.69	3.69	4.79	1.20	0.06	1.15	-	-	-	-	11	16	-	150	5	-	2300	-	29	-	1200	19	0	0	0	0	0	280	25	4400	-	-	73	0	0	0	0	0	1000	43	0	0	46	-	12	0	50	0	0	0	7	11	0	4	-	筋間脂肪： 8.3 %<br>赤肉と脂身から計算		
11138	4.75	1.79	2.46	0.49	0.02	0.47	-	-	-	-	6	5	-	66	2	-	1100	-	11	-	570	9	0	0	0	0	0	160	10	2300	-	-	34	0	0	0	0	0	390	14	0	0	18	-	8	0	42	0	0	0	8	7	0	4	-	皮下脂肪及び筋間脂肪を除いたもの		
11139	64.22	24.63	30.54	9.04	0.43	8.61	-	-	-	-	64	130	-	1100	37	-	15000	-	220	-	7700	120	0	0	0	0	0	1600	190	28000	-	-	500	0	0	0	0	0	8100	370	0	0	360	-	57	0	140	0	0	0	0	57	0	0	-	皮下脂肪及び筋間脂肪		
11140	3.13	1.29	1.38	0.45	0.03	0.43	-	-	-	-	3	4	-	44	2	-	780	-	9	-	450	6	0	0	0	1	0	76	6	1300	1200	100	25	0	0	0	0	0	350	13	0	0	15	-	8	0	41	2	0	0	8	7	1	5	-			
11278	4.71	2.04	2.14	0.53	0.03	0.50	-	-	-	-	5	6	-	68	4	-	1200	-	14	-	700	9	0	0	0	0	0	120	11	2000	1800	160	39	0	0	0	0	0	430	15	0	0	18	-	8	0	36	2	0	0	7	5	0	3	-			
11279	23.00	2.72	14.46	5.82	1.62	4.19	-	-	-	-	0	0	-	55	12	-	1600	-	18	-	790	130	69	32	0	0	0	120	36	14000	13000	760	270	0	35	0	0	0	4100	1600	0	0	26	-	11	0	47	0	0	0	0	0	0	0	-	揚げ油： なたね油		
11141	16.04	6.24	8.04	1.75	0.11	1.64	-	-	-	-	14	16	-	230	9	-	4000	-	56	-	1800	25	0	0	0	0	0	500	52	7400	-	-	120	0	0	0	0	0	1500	70	0	0	67	-	16	0	72	1	0	0	20	21	0	15	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪： 9.9 %、筋間脂肪： 9.1 %<br>赤肉と脂身から計算		
11142	9.91	3.82	4.98	1.11	0.07	1.05	-	-	-	-	9	10	-	140	6	-	2500	-	34	-	1100	15	0	0	0	0	0	320	31	4600	-	-	72	0	0	0	0	0	910	42	0	0	42	-	12	0	64	2	0	0	15	15	0	10	-	別名：黒豚<br>試料： バークシャー種<br>筋間脂肪： 10.1 %<br>赤肉と脂身から計算		
11143	2.92	1.06	1.48	0.39	0.02	0.36	-	-	-	-	3	4	-	37	2	-	680	-	9	-	320	4	0	0	0	0	0	110	8	1300	-	-	19	0	0	0	0	0	280	9	0	0	12	-	7	0	55	2	0	0	9	8	0	4	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪を除いたもの		
11144	72.02	28.38	36.07	7.57	0.47	7.10	-	-	-	-	58	70	-	1100	42	-	18000	-	260	-	8400	120	0	0	0	0	0	2200	240	33000	-	-	550	0	0	0	0	0	6500	330	0	0	300	-	55	0	150	0	0	0	66	79	0	67	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪		
11145	17.80	7.37	8.43	2.00	0.12	1.89	-	-	-	-	16	18	-	260	11	-	4600	-	72	-	2400	29	0	0	0	0	0	490	54	7800	-	-	130	0	0	0	0	0	1700	80	0	0	78	-	19	0	77	0	0	0	23	23	0	13	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪： 6.6 %、筋間脂肪： 12.6 %<br>赤肉と脂身から計算		
11146	14.35	5.91	6.84	1.60	0.09	1.51	-	-	-	-	13	14	-	210	8	-	3700	-	56	-	1900	23	0	0	0	0	0	410	43	6300	-	-	110	0	0	0	0	0	1300	62	0	0	62	-	16	0	72	0	0	0	20	20	0	11	-	別名：黒豚<br>試料： バークシャー種<br>筋間脂肪： 13.6 %<br>赤肉と脂身から計算		
11147	5.84	2.32	2.90	0.62	0.03	0.58	-	-	-	-	6	6	-	82	3	-	1500	-	17	-	730	8	0	0	0	0	0	200	14	2700	-	-	40	0	0	0	0	0	480	19	0	0	22	-	10	0	60	0	0	0	12	10	0	4	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪を除いたもの		
11148	68.14	28.60	31.69	7.84	0.47	7.37	-	-	-	-	56	67	-	1000	42	-	18000	-	300	-	9200	110	0	0	0	0	0	1700	220	29000	-	-	520	0	0	0	0	0	6800	340	0	0	310	-	58	0	150	0	0	0	68	80	0	51	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪		
11149	21.08	8.97	9.86	2.25	0.13	2.12	-	-	-	-	17	20	-	310	11	-	5600	-	78	-	2900	40	0	0	0	0	0	550	63	9100	-	-	160	0	0	0	0	0	1900	97	0	0	86	-	18	0	68	0	0	0	22	24	0	12	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪： 13.8 %、筋間脂肪： 10.6 %<br>赤肉と脂身から計算		
11150	12.50	5.26	5.92	1.32	0.08	1.24	-	-	-	-	11	12	-	180	5	-	3300	-	43	-	1700	23	0	0	0	0	0	340	35	5400	-	-	92	0	0	0	0	0	1100	54	0	0	49	-	12	0	55	0	0	0	15	15	0	7	-	別名：黒豚<br>試料： バークシャー種<br>筋間脂肪： 12.2 %<br>赤肉と脂身から計算		
11151	3.91	1.55	1.97	0.39	0.02	0.37	-	-	-	-	4	4	-	54	0	-	1000	-	8	-	470	6	0	0	0	0	0	140	7	1800	-	-	26	0	0	0	0	0	300	12	0	0	13	-	6	0	42	0	0	0	7	7	0	2	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪を除いたもの		
11152	74.23	31.96	34.25	8.02	0.48	7.54	-	-	-	-	56	70	-	1100	44	-	20000	-	290	-	10000	150	0	0	0	0	0	1800	230	32000	-	-	570	0	0	0	0	0	7000	360	0	0	310	-	54	0	150	0	0	0	69	75	0	40	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪		
11153	37.32	15.39	18.42	3.51	0.19	3.31	-	-	-	-	33	38	-	580	0	-	9900	-	120	-	4700	64	0	0	0	0	0	1200	110	17000	-	-	270	0	0	0	0	0	3100	160	0	0	140	-	26	0	83	0	0	0	0	33	0	0	-	別名：黒豚<br>試料： バークシャー種		
11154	13.70	5.47	6.71	1.52	0.09	1.43	-	-	-	-	12	12	-	200	7	-	3500	-	51	-	1700	20	0	0	0	1	0	420	42	6200	-	-	100	0	0	0	0	0	1300	58	0	0	57	-	16	0	75	2	0	0	18	19	0	12	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪： 11.1 %、筋間脂肪： 3.2 %<br>赤肉と脂身から計算		
11155	6.81	2.69	3.37	0.75	0.04	0.70	-	-	-	-	7	6	-	97	3	-	1700	-	22	-	810	8	0	0	0	1	0	230	19	3100	-	-	47	0	0	0	0	0	590	23	0	0	26	-	11	0	65	2	0	0	12	12	0	7	-	別名：黒豚<br>試料： バークシャー種<br>筋間脂肪： 3.6 %<br>赤肉と脂身から計算		
11156	4.45	1.74	2.22	0.48	0.03	0.46	-	-	-	-	5	4	-	63	2	-	1100	-	12	-	520	4	0	0	0	2	0	170	11	2000	-	-	29	0	0	0	0	0	360	11	0	0	15	-	9	0	62	2	0	0	10	9	0	5	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪を除いたもの		
11157	69.11	27.78	33.60	7.73	0.47	7.26	-	-	-	-	55	63	-	1000	41	-	18000	-	280	-	8500	120	0	0	0	0	0	1900	230	31000	-	-	530	0	0	0	0	0	6700	340	0	0	300	-	55	0	150	0	0	0	66	77	0	49	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪		
11158	18.73	7.05	9.73	1.95	0.12	1.83	-	-	-	-	17	17	-	270	10	-	4700	-	59	-	2000	29	0	0	0	0	0	640	61	8900	-	-	140	0	0	0	0	0	1600	79	0	0	76	-	18	0	79	0	0	0	22	24	0	15	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪： 18.4 %、筋間脂肪： 4.5 %<br>赤肉と脂身から計算		
11159	7.61	2.83	3.99	0.79	0.05	0.75	-	-	-	-	7	7	-	110	4	-	1900	-	22	-	810	11	0	0	0	0	0	280	22	3600	-	-	55	0	0	0	0	0	630	27	0	0	29	-	10	0	64	0	0	0	12	12	0	6	-	別名：黒豚<br>試料： バークシャー種<br>筋間脂肪： 5.5 %<br>赤肉と脂身から計算		
11160	4.12	1.50	2.18	0.43	0.02	0.41	-	-	-	-	5	4	-	55	2	-	990	-	10	-	440	6	0	0	0	0	0	160	10	2000	-	-	28	0	0	0	0	0	320	11	0	0	14	-	8	0	59	0	0	0	9	9	0	4	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪を除いたもの		
11161	67.94	25.75	35.15	7.05	0.44	6.61	-	-	-	-	58	63	-	1000	38	-	17000	-	220	-	7200	110	0	0	0	0	0	2200	230	32000	-	-	520	0	0	0	0	0	6100	310	0	0	280	-	52	0	140	0	0	0	64	76	0	50	-	別名：黒豚<br>試料： バークシャー種<br>皮下脂肪及び筋間脂肪		
11162	1.27	0.48	0.55	0.24	0.01	0.22	-	-	-	-	1	1	-	15	1	-	300	-	6	-	150	2	0	0	0	1	0	41	3	500	-	-	8	0	0	0	0	0	170	4	0	0	6	-	5	0	40	1	0	0	6	5	0	2	-	別名：黒豚<br>試料： バークシャー種		
11163	15.40	6.24	7.55	1.62	0.10	1.52	-	-	-	-	15	17	-	230	12	-	3800	-	50	-	2000	30	0	0	0	0	0	390	42	7000	6500	500	130	0	0	0	0	0	1400	74	0	0	65	-	15	0	55	0	0	0	17	13	0	9	-			
11280	19.06	7.64	9.60	1.82	0.08	1.74	-	-	-	-	19	20	-	290	17	-	4800	-	64	-	2400	38	0	0	0	0	0	500	52	8900	8200	640	160	11	0	0	0	0	1600	74	0	0	77	-	15	0	43	0	0	0	15	11	0	0	-			
11312	20.51	8.26	10.67	1.58	0.09	1.49	-	-	-	-	24	21	-	260	13	-	5100	-	58	-	2700	42	2	3	2	4	0	630	52	9800	9100	690	180	4	0	0	0	0	1300	63	0	0	62	-	16	2	47	2	0	0	17	12	2	10	300	別名： カシラニク、豚トロ		
11313	26.12	10.52	13.75	1.86	0.10	1.76	-	-	-	-	31	26	-	340	16	-	6500	-	71	-	3400	54	3	4	3	5	0	830	63	13000	12000	920	230	4	0	0	0	0	1600	73	0	0	73	-	18	2	53	2	0	0	19	14	2	11	390	別名： カシラニク、豚トロ		
11164	14.51	5.79	7.34	1.38	0.04	1.33	-	-	-	-	15	12	-	230	10	-	3600	-	48	-	1900	25	-	-	-	0	0	520	51	6600	-	-	180	0	0	-	-	-	1200	45	-	0	68	-	20	0	80	0	-	-	-	0	0	0	26	別名： たん		
11165	4.82	2.10	1.74	0.98	0.03	0.95	-	-	-	-	3	3	-	180	9	-	1100	-	19	-	810	11	-	-	-	0	0	110	4	1600	-	-	35	0	0	-	-	-	750	29	-	0	23	-	17	0	160	0	-	-	-	0	0	0	12	別名： はつ		
11166	1.78	0.78	0.24	0.76	0.15	0.60	-	-	-	-	0	0	-	4	10	-	280	-	47	-	440	2	-	-	-	0	0	14	8	210	-	-	4	0	0	-	-	-	270	5	-	0	8	-	21	0	300	13	-	-	-	50	0	82	40	別名： レバー		
11167	3.16	1.30	0.86	1.00	0.11	0.88	-	-	-	-	0	0	-	21	3	-	710	-	16	-	530	7	4	4	0	14	0	22	7	800	-	-	19	0	4	3	0	0	460	14	0	0	24	-	27	0	370	26	0	0	2	19	0	51	-	別名： まめ		
11168	3.93	2.02	1.48	0.43	0.04	0.39	-	-	-	-	4	3	-	56	4	-	1000	-	28	-	870	10	5	5	0	2	0	60	12	1400	-	-	28	2	1	3	0	0	290	17	0	0	16	-	9	0	72	3	1	0	1	9	0	10	-	別名： がつ、ぶたみの		
11169	10.65	5.93	3.88	0.85	0.08	0.76	-	-	-	-	13	24	-	210	5	-	3200	-	27	-	2500	26	0	0	0	0	0	200	17	3600	-	-	64	0	0	6	0	0	670	43	0	0	5	-	10	0	76	3	0	0	0	13	0	15	-	別名： ひも		
11170	12.32	6.68	4.42	1.22	0.12	1.10	-	-	-	-	10	11	-	180	0	-	3400	-	120	-	2900	24	0	0	0	0	0	150	41	4100	-	-	95	0	0	7	0	0	950	69	0	0	50	-	16	0	77	0	0	0	0	20	0	29	-	別名：しろ、しろころ		
11171	0.43	0.18	0.15	0.11	0.01	0.09	-	-	-	-	0	0	-	3	1	-	90	-	3	-	81	1	1	0	0	0	0	5	1	140	-	-	3	0	0	1	0	0	38	1	0	0	3	-	5	0	48	0	0	0	0	5	0	5	-	別名： こぶくろ		
11172	15.55	4.99	9.21	1.35	0.14	1.21	-	-	-	-	10	10	-	200	8	-	3400	-	33	-	1300	29	0	0	0	0	0	550	50	8400	-	-	180	0	0	7	0	0	1100	80	0	0	61	-	18	0	52	0	0	0	0	37	0	24	-	皮付きのもの<br>廃棄部位： 骨		
11173	16.51	7.11	7.31	2.09	0.17	1.91	-	-	-	-	12	12	-	200	11	-	4000	-	80	-	2800	33	0	0	0	0	0	290	51	6800	-	-	170	0	0	11	0	0	1700	110	0	0	95	-	22	0	84	0	0	0	0	19	0	39	-	別名： ふえがらみ		
11174	13.73	5.15	6.89	1.70	0.13	1.57	-	-	-	-	14	11	-	190	8	-	3200	-	43	-	1700	30	2	3	0	3	0	370	47	6300	-	-	130	10	3	0	0	0	1400	70	4	5	70	-	15	4	48	5	1	0	2	20	2	21	-	廃棄部位： 皮及び骨		
11175	3.23	1.18	1.49	0.56	0.06	0.50	-	-	-	-	7	10	-	50	3	-	740	-	9	-	360	6	1	0	0	1	0	99	8	1400	-	-	25	2	0	0	0	0	420	20	1	0	18	-	10	0	52	8	0	0	0	14	1	15	-			
11176	12.90	5.35	5.94	1.61	0.10	1.50	-	-	-	-	14	13	-	190	11	-	3300	-	37	-	1800	28	1	0	1	3	0	310	28	5500	5100	380	110	2	0	0	0	0	1400	82	4	0	56	-	14	0	55	2	0	2	15	12	1	6	220			
11303	14.91	6.15	7.26	1.51	0.09	1.42	-	-	-	-	15	14	-	200	9	-	3700	-	27	-	2100	33	1	0	1	3	0	360	24	6700	6300	440	120	2	0	0	0	0	1300	69	4	0	57	-	13	0	58	3	0	2	14	11	1	5	220			
11304	13.89	5.67	6.67	1.55	0.09	1.45	-	-	-	-	15	13	-	180	12	-	3400	-	35	-	2000	30	0	0	0	2	0	320	29	6200	5800	410	120	2	0	0	3	0	1300	74	4	0	57	-	14	0	63	3	0	2	16	12	3	6	240			
11305	29.32	3.84	17.95	7.53	2.22	5.31	-	-	-	-	8	9	-	83	12	-	2300	-	24	-	1100	160	76	35	0	0	0	170	23	17000	16000	880	330	24	40	2	0	0	5200	2200	0	0	36	-	4	0	24	0	0	0	6	6	0	0	370	植物油（なたね油）		
11177	15.52	5.91	7.40	2.21	0.17	2.04	-	-	-	-	18	18	-	220	9	-	3600	-	43	-	1900	31	3	3	0	3	0	420	41	6800	-	-	120	7	3	0	0	0	1800	92	6	0	80	-	24	6	110	9	1	0	1	31	1	26	-			
11181	15.30	6.47	6.91	1.92	0.12	1.79	-	-	-	-	14	15	-	220	9	-	3800	-	61	-	2300	34	0	0	0	0	0	340	51	6400	-	-	120	0	0	10	0	0	1600	98	0	0	63	-	15	0	60	0	0	0	0	14	0	11	-	ラックスハムを含む		
11182	17.18	6.51	8.92	1.75	0.11	1.64	-	-	-	-	14	11	-	190	9	-	4100	-	65	-	2100	31	0	0	0	3	0	430	67	8300	-	-	160	0	0	5	0	0	1400	79	0	0	75	-	19	0	94	0	0	0	0	15	0	13	-	プロシュートを含む		
11178	3.52	1.51	1.56	0.44	0.08	0.36	-	-	-	-	5	5	-	66	12	-	810	-	32	-	570	6	3	3	0	2	0	70	20	1500	-	-	14	2	1	0	0	0	310	49	1	0	8	-	6	1	32	12	0	0	Tr	16	Tr	6	-			
11180	3.48	1.14	1.56	0.78	0.07	0.71	-	-	-	-	6	5	-	39	2	-	710	-	10	-	360	8	4	4	0	1	0	81	10	1400	-	-	26	6	1	0	0	0	670	57	1	0	13	-	5	1	21	2	0	0	1	4	1	3	-			
11183	17.12	6.94	8.26	1.93	0.17	1.75	-	-	-	-	16	15	-	250	14	-	4300	-	53	-	2300	37	2	3	0	4	0	450	57	7600	7100	500	140	3	2	0	0	0	1600	120	0	0	71	18	17	2	59	3	0	0	17	17	2	8	290	別名：ベーコン		
11314	13.96	5.44	6.89	1.63	0.15	1.48	-	-	-	-	13	13	-	190	12	-	3400	-	44	-	1800	30	1	3	0	3	0	390	45	6300	5900	450	120	3	1	0	0	0	1300	100	0	0	62	16	15	1	68	2	0	0	19	16	2	6	260	別名：ベーコン		
11315	16.14	3.04	10.48	2.62	0.24	2.38	-	-	-	-	21	27	-	24	25	-	25	-	25	-	2800	46	2	5	0	24	0	26	25	10000	9400	760	190	5	1	0	0	0	2100	180	0	0	100	27	23	1	110	3	0	0	32	24	4	9	410	別名：ベーコン		
11316	17.27	7.01	8.29	1.97	0.17	1.80	-	-	-	-	16	14	-	230	14	-	4200	-	64	-	2400	36	2	3	0	3	0	440	70	7600	7100	530	140	3	Tr	0	0	0	1600	130	0	0	76	19	17	2	68	3	0	0	20	18	2	7	300	別名：ベーコン		
11184	12.22	4.92	5.11	2.20	0.19	2.01	-	-	-	-	12	17	-	180	11	-	2900	-	48	-	1700	27	4	3	0	3	0	250	30	4700	-	-	110	12	3	0	0	0	1900	91	3	9	77	-	17	6	49	12	2	0	2	34	2	38	-			
11185	9.93	3.85	4.87	1.21	0.10	1.11	-	-	-	-	12	14	-	150	7	-	2400	-	33	-	1200	21	2	3	0	2	0	260	32	4500	-	-	95	14	1	0	0	0	1000	59	2	0	48	-	11	3	37	5	0	0	Tr	16	1	15	-			
11186	27.99	10.98	13.42	3.59	0.24	3.35	-	-	-	-	26	28	-	390	22	-	6800	-	97	-	3600	62	3	0	2	6	0	660	85	12000	12000	810	250	6	0	0	0	0	3100	200	0	0	140	-	25	3	76	4	0	0	29	23	3	12	450			
11306	29.39	11.58	14.08	3.73	0.25	3.47	-	-	-	-	26	29	-	410	23	-	7100	-	100	-	3800	65	3	0	2	6	0	700	92	13000	12000	860	260	6	0	0	0	0	3200	210	0	0	140	-	26	3	81	4	0	4	29	24	4	13	470			
11307	29.78	11.69	14.24	3.85	0.26	3.59	-	-	-	-	28	30	-	420	24	-	7200	-	100	-	3800	67	4	0	2	6	0	710	92	13000	12000	870	270	9	0	0	0	0	3300	210	0	0	150	-	28	3	88	4	0	4	31	25	4	13	510			
11308	32.31	11.10	16.22	5.00	0.67	4.32	-	-	-	-	25	28	-	390	23	-	6800	-	99	-	3600	89	18	9	2	6	0	660	86	15000	14000	940	300	9	0	0	0	0	4000	630	0	0	140	-	26	2	80	3	0	6	28	22	4	13	520	植物油（なたね油）		
11187	27.63	11.17	12.92	3.54	0.43	3.06	-	-	-	-	22	24	-	430	45	-	6500	-	150	-	4000	54	0	0	0	12	0	620	120	12000	-	-	220	0	0	49	0	0	2800	320	0	0	130	-	25	2	73	16	0	0	0	49	0	44	-	ソフトサラミを含む		
11188	38.06	15.61	17.98	4.47	0.57	3.83	-	-	-	-	29	31	-	630	66	-	9200	-	230	-	5400	78	0	0	0	43	0	920	190	17000	-	-	310	0	0	74	0	0	3500	440	0	0	160	-	35	0	99	13	0	0	0	60	0	48	-	サラミを含む		
11189	23.11	8.78	11.26	3.07	0.24	2.82	-	-	-	-	19	25	-	330	17	-	5400	-	82	-	2800	43	0	0	0	11	0	590	84	10000	-	-	190	0	0	16	0	0	2600	180	0	0	120	-	24	2	79	3	0	0	0	29	0	27	-			
11190	19.61	7.70	9.51	2.39	0.22	2.16	-	-	-	-	16	18	-	270	13	-	4700	-	79	-	2600	40	0	0	0	3	0	480	74	8800	-	-	180	0	0	13	0	0	2000	150	0	0	94	-	19	0	63	2	0	0	0	28	0	32	-			
11191	11.81	4.55	5.43	1.83	0.19	1.64	-	-	-	-	11	19	-	170	9	-	2800	-	45	-	1500	25	0	0	0	4	0	280	39	5000	-	-	100	0	0	7	0	0	1500	110	0	0	61	-	15	4	49	9	0	0	0	28	0	36	-			
11192	23.64	9.43	10.90	3.31	0.23	3.08	-	-	-	-	20	20	-	320	16	-	5500	-	100	-	3400	59	6	4	0	3	0	470	83	10000	-	-	240	0	0	0	0	6	2800	140	8	0	130	-	29	0	130	10	0	0	0	35	0	37	-			
11193	15.87	6.75	7.24	1.89	0.34	1.55	-	-	-	-	20	21	-	270	51	-	3600	-	140	-	2600	35	25	4	0	11	0	330	91	6700	-	-	100	5	0	0	0	0	1400	200	13	0	47	-	22	0	71	45	0	0	0	55	0	37	-			
11194	22.94	8.91	11.18	2.86	0.23	2.61	-	-	-	-	19	19	-	320	13	-	5400	-	110	-	2900	43	0	0	0	3	0	560	84	10000	-	-	200	0	0	14	0	0	2400	160	0	0	110	-	23	0	68	0	0	0	0	35	0	37	-	別名： フレッシュソーセージ		
11317	21.57	8.42	10.11	3.03	0.21	2.82	-	-	-	-	17	19	-	290	19	-	5200	-	74	-	2800	51	3	3	1	6	0	510	63	9300	8700	580	190	4	3	0	0	0	2600	160	0	0	110	20	22	2	66	3	0	0	27	17	3	11	360			
11195	6.84	2.51	3.31	1.02	0.08	0.94	-	-	-	-	8	9	-	95	4	-	1600	-	20	-	780	15	3	2	0	2	0	180	20	3000	-	-	61	10	1	0	0	0	860	48	2	0	36	-	8	3	24	6	0	0	1	13	1	14	-	試料： 蒸し焼きしたもの		
11196	31.65	12.93	14.31	4.42	0.43	3.97	-	-	-	-	26	29	-	450	25	-	7600	-	150	-	4600	91	0	0	0	6	0	670	120	13000	-	-	280	0	0	20	0	0	3600	250	0	0	170	-	37	2	200	19	0	0	0	60	0	98	-			
11197	4.31	1.86	0.80	1.65	0.26	1.39	-	-	-	-	0	0	-	16	6	-	710	-	53	-	1100	0	0	0	0	0	0	30	13	750	-	-	9	0	0	2	0	0	660	20	0	0	15	-	37	0	670	27	0	0	9	85	0	130	-			
11199	12.81	6.80	5.52	0.50	0.16	0.34	-	-	-	-	15	11	-	330	70	-	3300	-	190	-	2800	21	0	0	0	10	0	170	77	5200	-	-	22	0	0	0	0	0	300	120	0	0	7	-	0	0	27	15	0	0	0	24	0	0	-	別名： ひつじ <br>試料： ニュージーランド及びオーストラリア産		
11281	22.28	11.79	9.48	1.01	0.29	0.72	-	-	-	-	23	20	-	570	140	-	5800	-	320	-	4800	33	4	0	0	18	0	300	140	9000	-	-	33	0	0	0	0	0	650	220	0	0	0	-	11	0	55	22	0	0	0	41	0	11	-	別名： ひつじ <br>試料： ニュージーランド及びオーストラリア産		
11245	6.05	3.11	2.62	0.32	0.13	0.19	-	-	-	-	10	7	-	160	31	-	1700	-	73	-	1100	10	1	0	0	6	0	100	32	2500	2400	63	5	0	0	1	0	0	150	88	0	Tr	1	-	3	1	27	17	0	0	1	23	0	6	500	別名： ひつじ<br>試料： オーストラリア産		
11200	12.98	6.88	5.53	0.57	0.19	0.38	-	-	-	-	13	10	-	270	91	-	3200	-	240	-	3000	23	0	0	0	25	0	160	77	5200	-	-	22	0	0	0	0	0	330	150	0	0	7	-	0	0	43	14	0	0	0	28	0	0	-	別名： ひつじ <br>試料： ニュージーランド及びオーストラリア産		
11201	14.59	7.62	6.36	0.61	0.19	0.41	-	-	-	-	20	33	-	560	100	-	3500	-	230	-	3100	27	0	0	0	19	0	240	100	6000	-	-	31	0	0	0	0	0	360	130	0	0	13	-	0	0	45	15	0	0	0	44	0	0	-	別名： ひつじ <br>試料： ニュージーランド及びオーストラリア産		
11202	22.12	11.73	9.52	0.87	0.32	0.55	-	-	-	-	54	71	-	860	170	-	4900	-	420	-	5200	44	0	0	0	41	0	310	160	8900	-	-	68	0	0	0	0	0	510	250	0	0	9	-	10	0	24	17	0	0	0	39	0	13	-	別名： ひつじ <br>試料： ニュージーランド及びオーストラリア産		
