FN	FACID	FASAT	FAMS	FAPU	FAPUN3	FAPUN6	F4D0	F6D0	F7D0	F8D0	F10D0	F12D0	F13D0	F14D0	F15D0	F15D0AI	F16D0	F16D0I	F17D0	F17D0AI	F18D0	F20D0	F22D0	F24D0	F10D1	F14D1	F15D1	F16D1	F17D1	F18D1	F18D1CN9	F18D1CN7	F20D1	F22D1	F24D1	F16D2	F16D3	F16D4	F18D2N6	F18D3N3	F18D3N6	F18D4N3	F20D2N6	F20D3N3	F20D3N6	F20D4N3	F20D4N6	F20D5N3	F21D5N3	F22D2	F22D4N6	F22D5N3	F22D5N6	F22D6N3	FAUN	NoticeFA		
06173	(0.07)	(0.01)	(0.02)	(0.04)	(0)	(0.04)	-	-	-	-	-	-	-	-	-	-	(6)	-	-	-	(3)	-	-	-	-	-	-	-	-	(19)	-	-	-	-	-	-	-	-	(44)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	別名： かもうり<br>廃棄部位： 果皮、わた及びへた<br>米国成分表から推計		
06174	(0.07)	(0.01)	(0.02)	(0.04)	(0)	(0.04)	(0)	(0)	-	(0)	(0)	(0)	-	(0)	-	-	(6)	-	-	-	(3)	-	-	-	-	-	-	(0)	-	(19)	-	-	(0)	(0)	-	-	-	-	(44)	(0)	-	(0)	-	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	別名： かもうり<br>果皮、わた及びへたを除いたもの<br>米国成分表から推計		
06175	1.29	0.26	0.49	0.54	0.02	0.53	-	-	-	-	0	0	-	1	0	-	210	-	1	-	36	7	1	-	-	0	-	3	1	480	-	-	5	0	-	-	0	-	530	16	-	-	0	-	0	-	0	0	-	-	-	-	-	-	2	廃棄部位： 包葉、めしべ及び穂軸		
06176	(1.29)	(0.26)	(0.49)	(0.54)	(0.02)	(0.53)	-	-	-	-	(0)	(0)	-	(1)	(0)	-	(210)	-	(1)	-	(36)	(7)	(1)	-	-	(0)	-	(3)	(1)	(480)	-	-	(5)	(0)	-	-	(0)	-	(530)	(16)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(2)	包葉及びめしべを除いたもの<br>廃棄部位： 穂軸<br>06175スイートコーン生から推計		
06339	(1.65)	(0.33)	(0.63)	(0.69)	(0.02)	(0.67)	-	-	-	-	(0)	(0)	-	(1)	(0)	-	(270)	-	(1)	-	(46)	(9)	(2)	-	-	(0)	-	(4)	(1)	(620)	-	-	(6)	(0)	-	-	(0)	-	(670)	(20)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(2)	廃棄部位： 穂軸<br>06175スイートコーン生から推計		
06177	1.30	0.29	0.44	0.57	0.02	0.55	-	-	-	-	0	0	-	0	0	-	230	-	1	-	44	8	3	3	0	0	0	2	0	440	-	-	3	0	0	0	0	0	550	21	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	廃棄部位： 穂軸		
06178	1.03	0.23	0.32	0.48	0.02	0.46	-	-	-	-	0	0	-	Tr	Tr	-	190	-	1	-	27	5	2	3	0	0	0	2	Tr	310	300	9	3	Tr	0	0	0	0	460	20	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	35	穂軸を除いた実（尖帽を除いた種子）のみ		
06378	1.16	0.25	0.37	0.54	0.02	0.52	-	-	-	-	0	0	-	Tr	Tr	-	200	-	1	-	29	6	2	3	0	0	0	2	1	370	350	10	3	Tr	0	0	0	0	520	21	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	32	穂軸を除いた実（尖帽を除いた種子）のみ		
06379	4.80	0.52	2.66	1.62	0.33	1.29	-	-	-	-	Tr	Tr	-	2	2	-	370	-	3	-	93	30	14	7	0	0	0	9	3	2600	2500	120	44	1	7	Tr	4	0	1300	330	0	0	3	-	0	0	0	0	0	2	0	0	0	0	94	穂軸を除いた実（尖帽を除いた種子）のみ<br>植物油（なたね油）		
06179	(0.46)	(0.08)	(0.15)	(0.24)	(0.01)	(0.23)	(0)	(0)	-	(0)	(0)	(0)	-	(0)	-	-	(73)	-	-	-	(5)	-	-	-	-	-	-	(0)	-	(150)	-	-	(0)	(0)	-	-	-	-	(230)	(7)	-	(0)	-	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	米国成分表から推計		
06180	(0.47)	(0.10)	(0.15)	(0.21)	(0.01)	(0.20)	(0)	(0)	-	(0)	(1)	(0)	-	(1)	(1)	-	(78)	-	(Tr)	-	(16)	(3)	(1)	-	-	(0)	(0)	(1)	(Tr)	(150)	-	-	(2)	(0)	-	-	-	-	(200)	(7)	(0)	(0)	(0)	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	液汁を除いたもの<br>米国成分表から推計		
06181	(0.15)	(0.03)	(0.06)	(0.06)	(Tr)	(0.06)	-	-	-	-	(0)	(0)	-	(0)	(0)	-	(25)	-	(Tr)	-	(4)	(1)	(Tr)	-	-	(0)	-	(Tr)	(Tr)	(57)	-	-	(1)	(0)	-	-	(0)	-	(62)	(2)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	別名： ベビーコーン、ミニコーン<br>穂軸基部を除いたもの<br>06175スイートコーン生から推計		
06182	0.05	0.02	0.01	0.03	Tr	0.02	-	-	-	-	0	0	-	Tr	0	-	12	-	Tr	-	3	Tr	Tr	-	-	0	-	Tr	0	8	-	-	0	Tr	-	-	0	-	24	3	-	-	0	-	0	-	0	0	-	-	-	-	-	-	1	廃棄部位： へた		
06183	(0.05)	(0.02)	(0.01)	(0.03)	(Tr)	(0.02)	-	-	-	-	(0)	(0)	-	(Tr)	(0)	-	(12)	-	(Tr)	-	(3)	(Tr)	(Tr)	-	-	(0)	-	(Tr)	(0)	(8)	-	-	(0)	(Tr)	-	-	(0)	-	(24)	(3)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	別名： プチトマト、チェリートマト<br>廃棄部位： へた<br>06182トマト生から推計		
06370	1.04	0.30	0.15	0.60	0.06	0.53	-	-	-	-	0	Tr	-	3	1	-	220	-	3	-	54	8	5	5	0	0	0	6	Tr	140	130	11	1	2	0	Tr	0	0	530	59	0	0	1	-	1	0	0	0	1	0	0	0	0	0	34			
06184	(0.11)	(0.03)	(0.02)	(0.06)	(0.01)	(0.05)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(24)	-	(Tr)	-	(6)	(1)	(1)	-	-	(0)	-	(1)	(0)	(17)	-	-	(Tr)	(1)	-	-	(0)	-	(48)	(7)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	別名： トマト水煮缶詰<br>液汁を除いたもの<br>06182トマト生から推計		
06185	(0.05)	(0.02)	(0.01)	(0.03)	(Tr)	(0.02)	-	-	-	-	(0)	(0)	-	(Tr)	(0)	-	(12)	-	(Tr)	-	(3)	(Tr)	(Tr)	-	-	(0)	-	(Tr)	(0)	(8)	-	-	(0)	(Tr)	-	-	(0)	-	(24)	(3)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	果汁100  %<br>06182トマト生から推計		
06187	0.07	0.02	Tr	0.05	0.02	0.03	-	-	-	-	0	0	-	Tr	Tr	-	14	-	Tr	-	1	1	1	1	0	0	0	Tr	0	3	-	-	Tr	Tr	0	0	0	0	32	18	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	-	別名： トレビッツ、あかめチコリ、レッドチコリ<br>廃棄部位： しん		
06188	2.51	0.36	0.50	1.65	0.15	1.50	-	-	-	-	0	0	-	8	2	-	260	-	3	-	53	21	8	3	0	0	0	5	2	470	-	-	19	4	3	0	0	0	1500	150	0	0	9	-	0	0	0	0	0	0	0	0	0	0	-	ほうきぎ（ほうきぐさ）の種子<br>別名： ずぶし、ねんどう		
06189	(0.04)	(0.01)	(Tr)	(0.03)	(0.02)	(Tr)	-	-	-	-	(0)	(0)	-	(Tr)	(0)	-	(8)	-	(Tr)	-	(1)	(Tr)	(Tr)	-	-	(0)	-	(Tr)	(0)	(4)	-	-	(Tr)	(Tr)	-	-	(1)	-	(3)	(24)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	別名： とうな、とうじんな、ちりめんはくさい<br>廃棄部位： 株元<br>06233はくさい生から推計		
06190	(0.04)	(0.01)	(Tr)	(0.03)	(0.02)	(Tr)	-	-	-	-	(0)	(0)	-	(Tr)	(0)	-	(8)	-	(Tr)	-	(1)	(Tr)	(Tr)	-	-	(0)	-	(Tr)	(0)	(4)	-	-	(Tr)	(Tr)	-	-	(1)	-	(3)	(24)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	別名： とうな、とうじんな、ちりめんはくさい<br>廃棄部位： 株元<br>ゆでた後水冷し、手搾りしたもの<br>06233はくさい生から推計		
06191	0.03	0.03	Tr	Tr	0	Tr	-	-	-	-	0	0	-	Tr	Tr	-	17	-	Tr	-	8	1	Tr	-	-	0	-	0	0	2	-	-	Tr	0	-	-	0	-	4	1	-	-	0	-	0	-	0	0	-	-	-	-	-	-	Tr	廃棄部位： へた		
06192	(0.03)	(0.03)	(Tr)	(Tr)	(0)	(Tr)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(17)	-	(Tr)	-	(8)	(1)	(Tr)	-	-	(0)	-	(0)	(0)	(2)	-	-	(Tr)	(0)	-	-	(0)	-	(4)	(1)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	へたを除いたもの<br>06191なす生から推計		
06342	(5.30)	(0.43)	(3.39)	(1.48)	(0.42)	(1.05)	(0)	(0)	(0)	(0)	(0)	(4)	-	(5)	(Tr)	(0)	(250)	-	(1)	-	(120)	(35)	(17)	(8)	(0)	(0)	(0)	(11)	(0)	(3300)	-	-	(64)	(8)	(8)	(0)	(0)	(0)	(1100)	(420)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	へたを除いたもの<br>植物油（なたね油）06191なす生と油（なたね油）の付着量から推計		
06343	12.49	0.97	8.13	3.39	1.03	2.36	-	-	-	-	0	0	-	8	5	-	550	-	7	-	260	81	44	22	0	0	0	26	19	7900	7500	390	150	0	21	0	0	0	2400	1000	0	0	8	-	0	0	0	0	0	0	0	0	0	0	-	へたを除いたもの<br>揚げ油： なたね油		
06193	(0.03)	(0.03)	(Tr)	(Tr)	(0)	(Tr)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(17)	-	(Tr)	-	(8)	(1)	(Tr)	-	-	(0)	-	(0)	(0)	(2)	-	-	(Tr)	(0)	-	-	(0)	-	(4)	(1)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	別名： 洋なす<br>廃棄部位： へた及び果皮<br>06191なす生から推計		
06194	(15.79)	(1.22)	(10.16)	(4.42)	(1.27)	(3.14)	(0)	(0)	(0)	(0)	(0)	(11)	-	(13)	(Tr)	(0)	(700)	-	(Tr)	-	(330)	(100)	(49)	(25)	(0)	(0)	(0)	(34)	(0)	(9900)	-	-	(190)	(23)	(25)	(0)	(0)	(0)	(3100)	(1300)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	別名： 洋なす<br>廃棄部位： へた及び果皮<br>植物油（調合油）<br>06191なす生と油の付着量から推計		
06195	(0.03)	(0.03)	(Tr)	(Tr)	(0)	(Tr)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(17)	-	(Tr)	-	(8)	(1)	(Tr)	-	-	(0)	-	(0)	(0)	(2)	-	-	(Tr)	(0)	-	-	(0)	-	(4)	(1)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	水洗いし、水切りしたもの<br>06191なす生から推計		
06201	(0.10)	(0.02)	(Tr)	(0.08)	(0.06)	(0.01)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(15)	-	(0)	-	(2)	(Tr)	(Tr)	-	-	(0)	-	(1)	(0)	(3)	-	-	(Tr)	(Tr)	-	-	(12)	-	(8)	(56)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	-	別名： なのはな、しんつみな、かぶれな<br>06086こまつな葉生から推計		
06202	(0.05)	(0.01)	(Tr)	(0.04)	(0.03)	(Tr)	-	-	-	-	(0)	(0)	-	(Tr)	(0)	-	(7)	-	(0)	-	(1)	(Tr)	(Tr)	-	-	(0)	-	(1)	(0)	(1)	-	-	(0)	(Tr)	-	-	(6)	-	(4)	(28)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	-	別名： なのはな、しんつみな、かぶれな<br>ゆでた後水冷し、手搾りしたもの<br>06086こまつな葉生から推計		
06203	(0.20)	(0.04)	(0.01)	(0.15)	(0.11)	(0.02)	-	-	-	-	(0)	(0)	-	(1)	(Tr)	-	(30)	-	(0)	-	(4)	(1)	(Tr)	-	-	(0)	-	(2)	(0)	(5)	-	-	(Tr)	(1)	-	-	(24)	-	(16)	(110)	-	-	(1)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	-	別名： なのはな、しんつみな、かぶれな<br>06086こまつな葉生から推計		
06204	(0.20)	(0.04)	(0.01)	(0.15)	(0.11)	(0.02)	-	-	-	-	(0)	(0)	-	(1)	(Tr)	-	(30)	-	(0)	-	(4)	(1)	(Tr)	-	-	(0)	-	(2)	(0)	(5)	-	-	(Tr)	(1)	-	-	(24)	-	(16)	(110)	-	-	(1)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	-	別名： なのはな、しんつみな、かぶれな<br>ゆでた後水冷し、手搾りしたもの<br>06086こまつな葉生から推計		
06205	(0.07)	(0.01)	(0.02)	(0.04)	(0)	(0.04)	(0)	(0)	-	(0)	(0)	(0)	-	(0)	-	-	(6)	-	-	-	(2)	-	-	-	-	-	-	(0)	-	(18)	-	-	(0)	(0)	-	-	-	-	(43)	(0)	-	(0)	-	-	-	-	(0)	(0)	-	-	-	(0)	-	(0)	-	別名： つるれいし、ゴーヤ<br>廃棄部位： 両端、わた及び種子<br>米国成分表から推計		
06206	(3.05)	(0.23)	(1.94)	(0.88)	(0.24)	(0.64)	(0)	(0)	(0)	(0)	(0)	(2)	-	(2)	(0)	(0)	(130)	-	(0)	-	(62)	(19)	(9)	(5)	(0)	(0)	(0)	(6)	(0)	(1900)	-	-	(36)	(4)	(5)	(0)	(0)	(0)	(640)	(240)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	別名： つるれいし、ゴーヤ<br>両端、わた及び種子を除いたもの<br>植物油： 3.2 g<br>06205にがうり生の推計値と油（なたね油）の付着量から推計		
06207	(0.13)	(0.04)	(0.01)	(0.08)	(0.04)	(0.04)	-	-	-	-	(0)	(Tr)	-	(1)	(1)	-	(29)	-	(Tr)	-	(2)	(1)	(2)	-	-	(0)	-	(2)	(0)	(5)	-	-	(1)	(0)	-	-	(0)	-	(39)	(42)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	廃棄部位： 株元<br>06227葉ねぎ生から推計		
06208	(0.21)	(0.06)	(0.01)	(0.14)	(0.07)	(0.07)	-	-	-	-	(0)	(Tr)	-	(2)	(1)	-	(48)	-	(Tr)	-	(3)	(2)	(4)	-	-	(0)	-	(3)	(0)	(9)	-	-	(2)	(0)	-	-	(0)	-	(65)	(71)	-	-	(1)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	株元を除いたもの<br>ゆでた後水冷し、手搾りしたもの<br>06227葉ねぎ生から推計		
06344	(5.17)	(0.42)	(3.24)	(1.50)	(0.46)	(1.05)	(0)	(0)	(0)	(0)	(0)	(4)	-	(5)	(1)	(0)	(250)	-	(Tr)	-	(100)	(33)	(18)	(8)	(0)	(0)	(0)	(13)	(0)	(3100)	-	-	(62)	(7)	(8)	(0)	(0)	(0)	(1000)	(460)	(0)	(0)	(Tr)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	株元を除いたもの<br>植物油（なたね油）<br>06207にら生の推計値と油（なたね油）の付着量から推計		
06209	(0.08)	(0.02)	(0.01)	(0.05)	(0.03)	(0.03)	-	-	-	-	(0)	(Tr)	-	(1)	(Tr)	-	(19)	-	(Tr)	-	(1)	(1)	(1)	-	-	(0)	-	(1)	(0)	(3)	-	-	(1)	(0)	-	-	(0)	-	(26)	(28)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	廃棄部位： 花茎基部<br>06227葉ねぎ生から推計		
06210	(0.04)	(0.01)	(Tr)	(0.03)	(0.01)	(0.01)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(10)	-	(0)	-	(1)	(Tr)	(1)	-	-	(0)	-	(1)	(0)	(2)	-	-	(Tr)	(0)	-	-	(0)	-	(13)	(14)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	06227葉ねぎ生から推計		
06212	0.08	0.02	Tr	0.06	0.01	0.05	-	-	-	-	0	0	-	Tr	Tr	-	14	-	1	-	1	1	1	-	-	0	-	Tr	0	2	-	-	Tr	0	-	-	0	-	51	6	-	-	0	-	0	-	0	0	-	-	-	-	-	-	Tr	廃棄部位： 根端及び葉柄基部		
06213	(0.11)	(0.03)	(Tr)	(0.08)	(0.01)	(0.07)	-	-	-	-	(0)	(0)	-	(Tr)	(1)	-	(20)	-	(1)	-	(1)	(1)	(1)	-	-	(0)	-	(Tr)	(0)	(3)	-	-	(1)	(0)	-	-	(0)	-	(73)	(9)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	根端及び葉柄基部を除いたもの<br>06212にんじん根皮つき生から推計		
06214	0.09	0.03	Tr	0.06	Tr	0.06	-	-	-	-	0	0	-	Tr	1	-	22	-	Tr	-	1	1	1	Tr	0	0	0	Tr	0	3	2	1	0	0	0	0	0	0	55	4	0	0	Tr	(0)	0	0	0	0	0	0	0	0	0	0	4	廃棄部位： 根端、葉柄基部及び皮		
06215	(0.05)	(0.01)	(Tr)	(0.04)	(Tr)	(0.04)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(10)	-	(Tr)	-	(1)	(Tr)	(Tr)	-	-	(0)	-	(Tr)	(0)	(2)	-	-	(Tr)	(0)	-	-	(0)	-	(35)	(4)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	根端、葉柄基部及び皮を除いたもの<br>06212にんじん根皮つき生から推計		
06345	(5.88)	(0.46)	(3.75)	(1.68)	(0.47)	(1.21)	(0)	(0)	(0)	(0)	(0)	(4)	-	(5)	(Tr)	(0)	(260)	(0)	(Tr)	-	(120)	(37)	(18)	(9)	(0)	(0)	(0)	(13)	(0)	(3600)	-	-	(71)	(9)	(9)	(0)	(0)	(0)	(1200)	(470)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	根端、葉柄基部及び皮を除いたもの<br>植物油（なたね油）<br>06214にんじん根皮むき生の推計値と油（なたね油）の付着量から推計		
06346	3.12	0.26	1.97	0.89	0.26	0.63	-	-	-	-	0	0	-	2	2	-	160	-	2	-	61	18	10	4	0	0	0	6	5	1900	1800	95	33	0	4	0	0	0	620	260	0	0	2	-	0	0	0	0	0	0	0	0	0	0	-	別名： フライドキャロット<br>根端、葉柄基部及び皮を除いたもの<br>植物油（なたね油）		
06407	0.07	0.03	Tr	0.04	Tr	0.03	-	-	-	-	0	0	-	Tr	1	-	23	-	Tr	-	1	Tr	1	Tr	0	0	0	Tr	0	3	2	1	0	0	0	0	0	0	33	3	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	6			
06408	0.07	0.03	Tr	0.04	Tr	0.04	-	-	-	-	0	0	-	Tr	1	-	24	-	Tr	-	1	Tr	1	Tr	0	0	0	Tr	0	4	2	1	0	0	0	0	0	0	35	3	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	6			
06216	0.11	0.03	Tr	0.08	0.01	0.08	-	-	-	-	0	0	-	Tr	1	-	24	-	Tr	-	1	1	1	1	0	0	0	Tr	0	4	3	1	Tr	0	0	0	0	0	75	5	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	9	06212にんじん根皮つき生から推計		
06380	0.13	0.03	0.01	0.09	0.01	0.09	-	-	-	-	0	0	-	Tr	1	-	28	-	1	-	2	1	1	1	0	0	0	Tr	0	5	4	1	Tr	0	0	0	0	0	88	6	0	0	Tr	-	0	0	0	0	0	0	0	0	0	0	12			
06381	3.61	0.29	2.19	1.12	0.32	0.81	-	-	-	-	Tr	Tr	-	2	2	-	180	-	3	-	64	24	13	6	0	0	0	8	2	2100	2000	110	42	1	6	Tr	0	0	800	320	Tr	0	3	-	0	0	0	0	0	0	0	0	0	0	72	植物油（なたね油）		
06348	1.08	0.71	0.27	0.10	0.01	0.09	-	18	-	12	30	37	0	120	12	5	350	3	7	5	110	2	2	1	0	10	0	15	3	240	230	9	2	0	0	0	0	0	90	9	0	0	0	-	2	0	2	0	0	0	0	0	0	0	-			
06217	(0.04)	(0.01)	(Tr)	(0.03)	(Tr)	(0.03)	-	-	-	-	(0)	(0)	-	(Tr)	(Tr)	-	(8)	-	(Tr)	-	(1)	(Tr)	(Tr)	-	-	(0)	-	(Tr)	(0)	(1)	-	-	(Tr)	(0)	-	-	(0)	-	(29)	(4)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	06212にんじん根皮つき生から推計		
06218	0.05	0.01	Tr	0.04	Tr	0.03	-	-	-	-	Tr	0	-	0	Tr	-	11	-	Tr	-	1	Tr	Tr	0	0	0	0	0	0	2	-	-	0	0	0	0	0	0	34	5	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： きょうにんじん<br>廃棄部位： 根端及び葉柄基部		
06219	0.07	0.02	Tr	0.05	0.01	0.05	-	-	-	-	Tr	0	-	Tr	Tr	-	15	-	Tr	-	1	Tr	Tr	0	0	0	0	Tr	0	2	-	-	0	0	0	0	0	0	45	6	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： きょうにんじん<br>根端及び葉柄基部を除いたもの		
06220	0.08	0.02	Tr	0.06	0.01	0.05	-	-	-	-	1	0	-	Tr	Tr	-	16	-	Tr	-	1	Tr	Tr	0	0	0	0	Tr	0	3	-	-	0	0	0	0	0	0	53	7	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： きょうにんじん<br>廃棄部位： 根端、葉柄基部及び皮		
06221	0.11	0.02	Tr	0.08	0.01	0.07	-	-	-	-	Tr	0	-	Tr	1	-	21	-	Tr	-	1	Tr	Tr	0	0	0	0	Tr	Tr	3	-	-	0	0	0	0	0	0	69	9	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： きょうにんじん<br>根端、葉柄基部及び皮を除いたもの		
06222	(0.09)	(0.02)	(Tr)	(0.07)	(0.01)	(0.06)	-	-	-	-	(0)	(0)	-	(Tr)	(1)	-	(16)	-	(1)	-	(1)	(1)	(1)	-	-	(0)	-	(Tr)	(0)	(3)	-	-	(Tr)	(0)	-	-	(0)	-	(58)	(7)	-	-	(0)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(Tr)	廃棄部位： 根端及び葉柄基部<br>06212にんじん根皮つき生から推計		
06223	0.44	0.13	0.03	0.29	0.03	0.26	-	-	-	-	0	1	-	1	2	-	110	-	3	-	3	3	6	-	-	0	-	3	1	23	-	-	2	Tr	-	-	0	-	260	30	-	-	0	-	0	-	0	0	-	-	-	-	-	-	4	廃棄部位： 茎、りん皮及び根盤部		
06349	(5.01)	(0.49)	(2.92)	(1.60)	(0.40)	(1.20)	(0)	(0)	(0)	(0)	(0)	(4)	-	(4)	(2)	(0)	(320)	-	(3)	-	(94)	(31)	(21)	(7)	(0)	(0)	(0)	(13)	(2)	(2800)	-	-	(57)	(7)	(7)	(0)	(0)	(0)	(1200)	(400)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(5)	茎、りん皮及び根盤部を除いたもの<br>植物油（なたね油）<br>06223にんにく生と油（なたね油）の付着量から推計		
06224	(0.13)	(0.04)	(0.01)	(0.08)	(0.04)	(0.04)	-	-	-	-	(0)	(Tr)	-	(1)	(1)	-	(29)	-	(Tr)	-	(2)	(1)	(2)	-	-	(0)	-	(2)	(0)	(5)	-	-	(1)	(0)	-	-	(0)	-	(39)	(42)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	別名： にんにくの芽<br>06227葉ねぎ生から推計		
06225	(0.08)	(0.02)	(0.01)	(0.05)	(0.03)	(0.03)	-	-	-	-	(0)	(Tr)	-	(1)	(Tr)	-	(19)	-	(Tr)	-	(1)	(1)	(1)	-	-	(0)	-	(1)	(0)	(3)	-	-	(1)	(0)	-	-	(0)	-	(26)	(28)	-	-	(Tr)	(0)	(0)	-	(0)	(0)	-	-	-	-	-	-	(1)	別名： にんにくの芽<br>ゆでた後水冷し、水切りしたもの<br>06227葉ねぎ生から推計		
06226	0.03	0.02	Tr	0.02	Tr	0.01	-	-	-	-	0	0	-	Tr	Tr	-	12	-	Tr	-	Tr	0	1	1	0	0	0	0	0	2	2	Tr	Tr	Tr	0	0	0	0	14	1	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	別名： 長ねぎ<br>廃棄部位： 株元及び緑葉部		
06350	(0.02)	(0.01)	(Tr)	(0.01)	(0)	(0.01)	-	-	-	-	(0)	(0)	-	(0)	(Tr)	-	(8)	-	(Tr)	-	(Tr)	(0)	(1)	(1)	(0)	(0)	(0)	(0)	(0)	(2)	-	-	(0)	(0)	(0)	(0)	(0)	(0)	(9)	(1)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	別名： 長ねぎ<br>株元及び緑葉部を除いたもの<br>06226根深ねぎ生から推計		
06351	(3.91)	(0.32)	(2.48)	(1.10)	(0.31)	(0.79)	(0)	(0)	(0)	(0)	(0)	(3)	-	(3)	(Tr)	(0)	(190)	-	(Tr)	-	(78)	(24)	(14)	(9)	(0)	(0)	(0)	(9)	(0)	(2400)	-	-	(47)	(6)	(6)	(0)	(0)	(0)	(790)	(310)	(0)	(0)	(Tr)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	別名： 長ねぎ<br>株元及び緑葉部を除いたもの<br>植物油（なたね油）<br>06226根深ねぎ生と油（なたね油）の付着量から推計		
06227	0.11	0.03	0.01	0.07	0.04	0.04	-	-	-	-	0	Tr	-	1	1	-	26	-	Tr	-	2	1	2	-	-	0	-	2	0	5	-	-	1	0	-	-	0	-	35	38	-	-	Tr	-	0	-	0	0	-	-	-	-	-	-	1	別名： 青ねぎ<br>廃棄部位： 株元		
06352	(4.70)	(0.38)	(2.95)	(1.37)	(0.41)	(0.95)	(0)	(0)	(0)	(0)	(0)	(3)	-	(5)	(1)	(0)	(230)	-	(Tr)	-	(94)	(30)	(16)	(7)	(0)	(0)	(0)	(12)	(0)	(2900)	-	-	(57)	(7)	(7)	(0)	(0)	(0)	(950)	(410)	(0)	(0)	(Tr)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	別名： 青ねぎ<br>株元を除いたもの<br>植物油（なたね油）<br>06227葉ねぎ生と油（なたね油）の付着量から推計		
