FN	FIBSOL	FIBINS	FIBTG	FIBSDFS	FIBSDFP	FIBIDF	STARES	FIBTDF	NoticeFIB				
07139	0.3	0	0.3	-	-	-	-	-					
07140	0.7	1.0	1.7	-	-	-	-	-					
07141	0.3	0.8	1.1	-	-	-	-	-					
07144	0.4	0.5	0.9	-	-	-	-	-					
07146	0.7	4.0	4.7	-	-	-	-	-					
07147	1.0	1.8	2.8	-	-	-	-	-					
07148	0.4	1.0	1.4	-	-	-	-	-					
07176	0.5	1.4	1.9	-	-	-	-	-					
07180	0.6	1.9	2.5	-	-	-	-	-					
07149	Tr	Tr	Tr	-	-	-	-	-					
07150	Tr	Tr	Tr	-	-	-	-	-					
07151	0	0	0	-	-	-	-	-					
07152	0	0	0	-	-	-	-	-					
07153	0.2	0.2	0.4	-	-	-	-	-					
07154	0.5	0.3	0.8	-	-	-	-	-					
08001	0.4	3.5	3.9	-	-	-	-	-					
08002	0.3	4.2	4.5	-	-	-	-	-					
08037	0.4	4.2	4.6	-	-	-	-	-					
08003	1.1	3.0	4.1	-	-	-	-	-					
08054	0.8	4.8	5.6	-	-	-	-	-					
08004	6.3	73.1	79.5	-	-	-	-	-					
08005	1.3	15.0	16.3	-	-	-	-	-					
08038	2.4	26.2	28.6	-	-	-	-	-					
08006	0	57.4	57.4	-	-	-	-	-					
08007	0	5.2	5.2	-	-	-	-	-					
08008	19.3	49.4	68.7	-	-	-	-	-					
08009	1.2	5.2	6.4	-	-	-	-	-					
08010	0.2	3.9	4.1	-	-	-	-	-					
08039	0.4	4.1	4.6	0.2	0.6	4.2	-	4.9					
08040	0.2	4.2	4.4	-	-	-	-	-					
08041	0.2	4.5	4.7	-	-	-	-	-					
08057	-	-	-	0.4	0.7	3.3	-	4.4					
08042	0.4	5.1	5.5	-	-	-	-	-					
08043	0.2	4.6	4.8	-	-	-	-	-					
08044	0.3	6.0	6.4	-	-	-	-	-					
08013	2.7	44.0	46.7	-	-	-	-	-					
08014	0.5	6.2	6.7	-	-	-	-	-					
08053	0.7	6.0	6.7	-	-	-	-	-					
08015	0.2	2.5	2.7	-	-	-	-	-					
08045	0.2	4.4	4.6	-	-	-	-	-					
08016	0.3	3.2	3.5	0.1	0.4	2.5	-	3.0					
08017	0.1	4.0	4.1	Tr	0.3	3.9	-	4.2					
08046	0.3	4.0	4.3	Tr	0.3	3.4	-	3.7					
08055	-	-	-	Tr	0.6	5.5	-	6.2					
08056	-	-	-	0.5	0.9	3.5	-	4.8					
08018	0.3	1.6	1.9	-	-	-	-	-					
08047	0.1	3.2	3.3	-	-	-	-	-					
08019	0.2	3.1	3.3	-	-	-	-	-					
08020	1.0	2.4	3.4	-	-	-	-	-					
08021	1.1	1.7	2.8	-	-	-	-	-					
08058	-	-	-	0.1	0.7	1.2	-	1.9					
08022	0.2	2.3	2.5	-	-	-	-	-					
08023	0.3	2.2	2.5	-	-	-	-	-					
08024	0.3	3.5	3.8	-	-	-	-	-					
08025	0.2	3.2	3.4	-	-	-	-	-					
08048	0.1	4.7	4.8	-	-	-	-	-					
08049	0.2	5.2	5.4	-	-	-	-	-					
08050	0.2	4.1	4.2	-	-	-	-	-					
08026	0.2	2.4	2.6	-	-	-	-	-					
08027	0.2	3.5	3.7	-	-	-	-	-					
08028	0.3	3.2	3.5	-	-	-	-	-					
08029	0.2	4.1	4.3	-	-	-	-	-					
08051	0.3	4.4	4.7	-	-	-	-	-					
08030	1.5	39.4	40.9	-	-	-	-	-					
08031	0.2	1.8	2.0	-	-	-	-	-					
08032	0.1	3.2	3.3	-	-	-	-	-					
08052	0.2	3.2	3.4	-	-	-	-	-					
08059	-	-	-	0.1	0.4	2.0	-	2.5					
08033	0.5	2.7	3.2	-	-	-	-	-					
08034	0.3	4.4	4.7	-	-	-	-	-					
08036	0.3	2.7	3.0	-	-	-	-	-					
09001	-	-	29.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09002	-	-	35.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09003	-	-	31.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09004	-	-	36.0	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09005	-	-	25.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09006	-	-	48.0	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09007	-	-	36.4	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09012	-	-	0.8	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09008	-	-	53.3	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09009	-	-	2.5	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09010	-	-	7.5	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09011	-	-	41.7	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09013	-	-	24.9	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09014	-	-	34.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09015	-	-	36.8	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09016	-	-	32.9	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09017	-	-	27.1	0.1	-	32.1	-	32.1	水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09056	-	-	-	0	-	8.7	-	8.7	高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09018	-	-	34.8	-	-	-	-	-	高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09019	-	-	31.4	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09020	-	-	39.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09021	-	-	28.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09022	-	-	13.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09023	-	-	6.8	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09024	-	-	2.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09025	-	-	47.3	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09026	-	-	0.6	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09027	-	-	74.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09028	-	-	1.5	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09049	-	-	79.0	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09029	-	-	4.0	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09030	-	-	4.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09050	-	-	51.8	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09051	-	-	3.7	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09052	-	-	4.5	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09053	-	-	51.8	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09054	-	-	3.7	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09055	-	-	4.5	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09032	-	-	44.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09033	-	-	4.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09034	-	-	43.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09035	-	-	28.5	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09036	-	-	4.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09037	-	-	2.0	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09038	-	-	1.4	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09039	-	-	3.6	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09040	-	-	29.0	0.2	29.5	-	-	29.8	水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09041	-	-	4.0	Tr	4.3	-	-	4.3	水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09060	-	-	-	-	2.9	-	-	2.9	高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09042	-	-	31.7	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09043	-	-	2.2	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09044	-	-	35.4	0.1	39.1	-	-	39.2	水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09058	-	-	-	0	3.2	-	-	3.2	高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09059	-	-	-	0	0	-	-	0					
09045	-	-	3.2	0	-	2.9	-	2.9	水溶性食物繊維と不溶性食物繊維及び高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09057	-	-	-	0	-	1.1	-	1.1	高分子量水溶性食物繊維と不溶性食物繊維は分別していない				
09046	-	-	5.1	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
09047	-	-	3.4	-	-	-	-	-	水溶性食物繊維と不溶性食物繊維は分別していない				
10400	0.1	0.6	0.7	-	-	-	-	-					
10416	0.1	0.7	0.9	-	-	-	-	-					
10419	0.1	0.7	0.8	-	-	-	-	-					
10423	Tr	0.9	0.9	-	-	-	-	-					
11276	0.1	0.6	0.7	-	-	-	-	-					
11279	0.2	0.7	0.9	-	-	-	-	-					
11289	0.2	0.6	0.8	-	-	-	-	-					
11290	0.2	0.7	0.9	-	-	-	-	-					
11292	0.3	1.0	1.2	-	-	-	-	-					
11293	(0.8)	(1.1)	(1.9)	-	-	-	-	-					
13030	0.2	0	0.2	-	-	-	-	-					
13042	0.1	Tr	0.1	-	-	-	-	-					
13043	0.1	0	0.1	-	-	-	-	-					
13045	0.1	0	0.1	-	-	-	-	-					
15001	0.3	4.5	4.8	-	-	-	-	-					
15002	0.6	4.8	5.5	-	-	-	-	-					
15003	0.2	3.0	3.2	-	-	-	-	-					
15005	(0.4)	(1.0)	(1.4)	-	-	-	-	-	原材料配合割合から推計				
15145	(0.4)	(1.2)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15146	(0.4)	(0.5)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
15006	(0)	(0.1)	(0.1)	-	-	-	-	-	原材料配合割合から推計				
15147	(0)	(0.1)	(0.1)	-	-	-	-	-	原材料配合割合から推計				
15007	(0.1)	(1.7)	(1.8)	-	-	-	-	-	原材料配合割合から推計				
15148	(0.1)	(1.1)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15008	(0.1)	(1.6)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15149	(0.1)	(1.6)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15009	(0.2)	(0.3)	(0.5)	-	-	-	-	-	原材料配合割合から推計				
15010	(0.2)	(3.0)	(3.8)	-	-	-	-	-	原材料配合割合から推計				
15011	(0.1)	(0.3)	(0.4)	-	-	-	-	-	原材料配合割合から推計				
15012	(0)	(0.1)	(0.1)	-	-	-	-	-	原材料配合割合から推計				
15013	(0)	(0.1)	(0.1)	-	-	-	-	-	原材料配合割合から推計				
15014	(0)	(0.2)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
15015	(0)	(0)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
15016	(0.6)	(4.9)	(5.5)	-	-	-	-	-	原材料配合割合から推計				
15017	(0.1)	(1.8)	(1.9)	-	-	-	-	-	原材料配合割合から推計				
15150	(0.6)	(2.1)	(2.7)	-	-	-	-	-	原材料配合割合から推計				
15018	(Tr)	(1.2)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15151	(0.1)	(1.2)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15019	(0)	(0.3)	(0.3)	-	-	-	-	-	原材料配合割合から推計				
15020	(0.1)	(2.0)	(2.1)	-	-	-	-	-	原材料配合割合から推計				
15123	(Tr)	(0.8)	(0.8)	(0.8)	(Tr)	(0.5)	(0.1)	(1.3)	原材料配合割合から推計				
15022	(0.1)	(1.6)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15153	(0.1)	(1.2)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15021	(0.3)	(2.3)	(2.6)	-	-	-	-	-	原材料配合割合から推計				
15152	(0.5)	(2.1)	(2.5)	-	-	-	-	-	原材料配合割合から推計				
15124	(0.2)	(1.7)	(1.9)	-	-	-	-	-	原材料配合割合から推計				
15154	(0.2)	(2.1)	(2.3)	-	-	-	-	-	原材料配合割合から推計				
15143	(0.3)	(2.3)	(2.5)	-	-	-	-	-	原材料配合割合から推計				
15144	(0.1)	(1.2)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15023	(0.1)	(1.8)	(1.8)	-	-	-	-	-	原材料配合割合から推計				
15155	(0.2)	(2.5)	(2.7)	-	-	-	-	-	原材料配合割合から推計				
15024	(0.2)	(1.3)	(1.5)	-	-	-	-	-	原材料配合割合から推計				
15025	(Tr)	(0.1)	(0.1)	-	-	-	-	-	原材料配合割合から推計				
15026	(0.3)	(3.5)	(3.8)	-	-	-	-	-	原材料配合割合から推計				
15156	(0.3)	(1.1)	(1.5)	-	-	-	-	-	原材料配合割合から推計				
15027	(0.4)	(1.5)	(1.9)	-	-	-	-	-	原材料配合割合から推計				
15157	(0.1)	(1.5)	(1.6)	-	-	-	-	-	原材料配合割合から推計				
15004	(0.1)	(2.0)	(2.1)	-	-	-	-	-	原材料配合割合から推計				
15158	(0.2)	(2.1)	(2.3)	-	-	-	-	-	原材料配合割合から推計				
15028	(0.2)	(3.4)	(3.6)	-	-	-	-	-	原材料配合割合から推計				
15029	(0.4)	(2.0)	(2.4)	-	-	-	-	-	原材料配合割合から推計				
15159	(0.6)	(2.7)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
15160	(0.1)	(1.3)	(1.4)	-	-	-	-	-	原材料配合割合から推計				
15161	(0.2)	(1.7)	(1.9)	-	-	-	-	-	原材料配合割合から推計				
15030	(0.1)	(2.1)	(2.2)	-	-	-	-	-	原材料配合割合から推計				
15162	(0.1)	(1.2)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15031	(0.3)	(3.0)	(3.3)	-	-	-	-	-	原材料配合割合から推計				
15163	(0.6)	(4.1)	(4.7)	-	-	-	-	-	原材料配合割合から推計				
15032	(0.3)	(1.4)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15164	(0.4)	(1.9)	(2.3)	-	-	-	-	-	原材料配合割合から推計				
15033	(0.4)	(2.1)	(2.4)	-	-	-	-	-	原材料配合割合から推計				
15165	(0.5)	(2.8)	(3.4)	-	-	-	-	-	原材料配合割合から推計				
15034	(0.6)	(2.0)	(2.6)	-	-	-	-	-	原材料配合割合から推計				
15166	(0.7)	(2.6)	(3.3)	-	-	-	-	-	原材料配合割合から推計				
15035	(1.1)	(2.2)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
15036	(0.1)	(2.9)	(3.1)	-	-	-	-	-	原材料配合割合から推計				
15167	(0.5)	(5.6)	(6.1)	-	-	-	-	-	原材料配合割合から推計				
15037	(Tr)	(0.5)	(0.5)	-	-	-	-	-	原材料配合割合から推計				
15038	(0.1)	(2.4)	(3.1)	-	-	-	-	-	原材料配合割合から推計				
15039	(0.1)	(1.7)	(2.2)	-	-	-	-	-	原材料配合割合から推計				
15040	(0.2)	(2.6)	(2.8)	-	-	-	-	-	原材料配合割合から推計				
15042	(0.7)	(1.9)	(2.6)	-	-	-	-	-	原材料配合割合から推計				
15043	(0)	(0.4)	(0.4)	-	-	-	-	-	原材料配合割合から推計				
15044	(0.1)	(2.2)	(2.3)	-	-	-	-	-	原材料配合割合から推計				
15045	(0.5)	(0.7)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15046	(0.7)	(1.0)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15047	(0.6)	(3.9)	(4.5)	-	-	-	-	-	原材料配合割合から推計				
15048	(0.6)	(0.7)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15049	(0.6)	(0.6)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15050	(0.5)	(0.5)	(1.0)	-	-	-	-	-	原材料配合割合から推計				
15051	(1.4)	(2.9)	(4.2)	-	-	-	-	-	原材料配合割合から推計				
15052	(1.1)	(2.4)	(3.5)	-	-	-	-	-	原材料配合割合から推計				
15053	(Tr)	(0.6)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
15056	(0)	(1.3)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15055	(0.2)	(2.4)	(2.5)	-	-	-	-	-	原材料配合割合から推計				
15057	(0)	(0.5)	(0.5)	-	-	-	-	-	原材料配合割合から推計				
15058	(Tr)	(0.6)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
15059	(0)	(0.8)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
15060	(0)	(0.6)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
15062	(0.6)	(1.0)	(1.5)	-	-	-	-	-	原材料配合割合から推計				
15063	(0.6)	(0.6)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15064	(0.9)	(5.1)	(6.0)	-	-	-	-	-	原材料配合割合から推計				
15065	(0)	(0.3)	(0.3)	-	-	-	-	-	原材料配合割合から推計				
15066	(0)	(0.2)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
15067	(1.8)	(3.6)	(5.4)	-	-	-	-	-	原材料配合割合から推計				
15068	(0.2)	(6.7)	(6.9)	-	-	-	-	-	原材料配合割合から推計				
15125	0.8	1.1	1.8	-	-	-	-	-					
15069	(0.4)	(2.0)	(2.5)	-	-	-	-	-	原材料配合割合から推計				
15168	(0.6)	(2.7)	(3.3)	-	-	-	-	-	原材料配合割合から推計				
15126	(0.4)	(2.0)	(2.4)	-	-	-	-	-	原材料配合割合から推計				
15169	(0.6)	(2.6)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
15127	(0.6)	(1.0)	(1.6)	-	-	-	-	-	原材料配合割合から推計				
15128	0.6	0.7	1.3	-	-	-	-	-					
15129	0.6	1.7	2.4	-	-	-	-	-					
15070	(0.5)	(0.8)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15130	(0.3)	(0.4)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
15071	(0.7)	(0.9)	(1.6)	-	-	-	-	-	原材料配合割合から推計				
15072	(0.4)	(0.7)	(1.1)	-	-	-	-	-	原材料配合割合から推計				
15131	(0.3)	(0.5)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
15132	(0.9)	(0.8)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15181	(0.7)	(1.0)	(1.7)	-	-	-	-	-	原材料配合割合から推計				
15073	(0.1)	(0.2)	(0.3)	-	-	-	-	-	原材料配合割合から推計				
15074	(0.3)	(0.4)	(0.7)	-	-	-	-	-	原材料配合割合から推計				
15075	(0.3)	(0.3)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
15170	(0.4)	(0.5)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
15133	(0.6)	(0.8)	(1.4)	-	-	-	-	-	原材料配合割合から推計				
15134	(0.1)	(0.1)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
15135	(0.2)	(0.1)	(0.3)	-	-	-	-	-	原材料配合割合から推計				
15182	(0.8)	(1.4)	(2.1)	-	-	-	-	-	原材料配合割合から推計				
15076	(1.0)	(1.7)	(2.7)	-	-	-	-	-	原材料配合割合から推計				
15183	(0.5)	(2.3)	(2.9)	-	-	-	-	-	原材料配合割合から推計				
15184	(0.7)	(3.0)	(3.6)	-	-	-	-	-	原材料配合割合から推計				
15171	(0.7)	(2.7)	(3.3)	-	-	-	-	-	原材料配合割合から推計				
15172	(0.8)	(3.4)	(4.2)	-	-	-	-	-	原材料配合割合から推計				
15185	(0.5)	(0.9)	(1.4)	-	-	-	-	-	原材料配合割合から推計				
15173	(0.8)	(1.3)	(2.1)	-	-	-	-	-	原材料配合割合から推計				
15077	(0.6)	(0.9)	(1.5)	-	-	-	-	-	原材料配合割合から推計				
15174	(0.4)	(2.1)	(2.6)	-	-	-	-	-	原材料配合割合から推計				
15175	(0.6)	(2.8)	(3.4)	-	-	-	-	-	原材料配合割合から推計				
15176	(0.5)	(0.7)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15078	(0.6)	(0.6)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15177	(0.3)	(2.1)	(2.4)	-	-	-	-	-	原材料配合割合から推計				
15178	(0.5)	(2.9)	(3.4)	-	-	-	-	-	原材料配合割合から推計				
15179	(0.3)	(0.4)	(0.7)	-	-	-	-	-	原材料配合割合から推計				
15079	(0.6)	(0.7)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15080	(0.4)	(0.7)	(1.2)	-	-	-	-	-	原材料配合割合から推計				
15081	(0.7)	(1.1)	(1.8)	-	-	-	-	-	原材料配合割合から推計				
15082	(0.3)	(0.4)	(0.7)	-	-	-	-	-	原材料配合割合から推計				
15083	(0.5)	(0.6)	(1.1)	-	-	-	-	-	原材料配合割合から推計				
15084	(0.4)	(0.4)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
15085	(0.7)	(0.7)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15136	(0)	(0)	(0.5)	-	-	-	-	-	原材料配合割合から推計				
15142	(0.8)	(0)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
15087	(0.2)	(0)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
15092	0.7	0.5	1.2	-	-	-	-	-					
15141	(0.9)	(1.2)	(2.1)	-	-	-	-	-	原材料配合割合から推計				
15093	1.5	0.6	2.1	-	-	-	-	-					
15094	1.3	0.8	2.1	-	-	-	-	-					
15095	(0.6)	(0.7)	(1.3)	-	-	-	-	-	原材料配合割合から推計				
15054	(0.5)	(0.6)	(1.1)	-	-	-	-	-	原材料配合割合から推計				
15097	1.6	0.7	2.3	-	-	-	-	-					
15098	0.9	0.5	1.4	-	-	-	-	-					
15099	1.6	1.0	2.6	-	-	-	-	-					
15096	0.8	0.9	1.7	-	-	-	-	-					
15100	(0.5)	(1.3)	(1.8)	-	-	-	-	-	原材料配合割合から推計				
15101	(1.1)	(1.2)	(2.3)	-	-	-	-	-	原材料配合割合から推計				
15102	0.2	0.8	1.0	-	-	-	-	-					
15103	1.1	3.1	4.2	-	-	-	-	-					
15104	1.9	2.9	4.8	-	-	-	-	-					
15107	-	(0)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
15108	(0)	(0)	(0.9)	-	-	-	-	-	原材料配合割合から推計				
15112	(0.1)	(3.4)	(3.6)	-	-	-	-	-	原材料配合割合から推計				
15137	(0.9)	(5.2)	(6.1)	-	-	-	-	-	原材料配合割合から推計				
15114	(1.2)	(2.0)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
15186	-	-	-	1.1	1.2	5.4	0.2	7.7					
15187	-	-	-	0.8	2.1	10.2	0.4	13.1					
15115	0.6	0	0.6	-	-	-	-	-					
15116	1.0	2.9	3.9	-	-	-	-	-					
15138	(0.1)	(0.1)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
15139	(0.1)	(3.1)	(3.2)	-	-	-	-	-	原材料配合割合から推計				
15140	(0.4)	(3.9)	(4.3)	-	-	-	-	-	原材料配合割合から推計				
15180	(0.2)	(0.5)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
16001	0	0	0	-	-	-	-	-					
16002	0	0	0	-	-	-	-	-					
16003	0	0	0	-	-	-	-	-					
16004	0	0	0	-	-	-	-	-					
16005	0	0	0	-	-	-	-	-					
16006	0	0	0	-	-	-	-	-					
16007	0.2	0	0.2	-	-	-	-	-					
16008	0.3	0	0.3	-	-	-	-	-					
16009	0	0	0	-	-	-	-	-					
16012	0	0	0	-	-	-	-	-					
16013	Tr	0	Tr	-	-	-	-	-					
16059	Tr	Tr	0.1	-	-	-	-	-					
16033	5.0	38.9	43.9	-	-	-	-	-					
16035	6.6	31.9	38.5	-	-	-	-	-					
16036	3.0	43.5	46.5	-	-	-	-	-					
16062	-	-	-	1.8	6.0	30.7	-	38.5					
16063	-	-	-	2.0	6.9	40.4	-	49.3					
16041	0	0	0	-	-	-	-	-					
16043	4.4	33.7	38.1	-	-	-	-	-					
16048	5.6	18.3	23.9	-	-	-	-	-					
16049	1.3	4.2	5.5	-	-	-	-	-					
16056	12.8	15.2	28.0	-	-	-	-	-					
16050	0.1	0.3	0.4	-	-	-	-	-					
16051	2.0	0.8	2.8	-	-	-	-	-					
16057	Tr	0	Tr	-	-	-	-	-					
17001	0.3	0.2	0.5	-	-	-	-	-					
17002	0.5	0.5	1.0	-	-	-	-	-					
17003	0.5	0.5	1.0	-	-	-	-	-					
17085	0.4	0.5	0.9	-	-	-	-	-					
17004	0.6	3.7	4.3	-	-	-	-	-					
17139	-	-	-	-	-	(Tr)	Tr	(Tr)	不溶性食物繊維： 難消化性でん粉量から推計				
17017	0	0	0	-	-	-	-	-					
17130	Tr	0	Tr	-	-	-	-	-					
17019	0	0	0	-	-	-	-	-					
17131	0	0	0	-	-	-	-	-					
17132	0.1	0	0.1	-	-	-	-	-					
17148	Tr	-	Tr	-	-	-	-	-					
17027	0.3	0	0.3	-	-	-	-	-					
17028	0	0	0	-	-	-	-	-					
17143	(0.2)	(1.3)	(1.6)	-	-	-	-	-	原材料配合割合から推計				
17095	(0.2)	(0.5)	(0.6)	-	-	-	-	-	原材料配合割合から推計				
17031	0.2	0	0.2	-	-	-	-	-					
17133	Tr	0	Tr	-	-	-	-	-					
17134	0.3	Tr	0.3	-	-	-	-	-					
17135	0.1	Tr	0.1	-	-	-	-	-					
17097	(0.4)	(1.5)	(1.9)	-	-	-	-	-	原材料配合割合から推計				
17098	(0.5)	(2.5)	(3.0)	-	-	-	-	-	原材料配合割合から推計				
17104	(0)	(Tr)	(Tr)	-	-	-	-	-	原材料配合割合から推計				
17106	1.2	1.9	3.1	-	-	-	-	-					
17109	0.2	0.2	0.4	-	-	-	-	-					
17110	(0.2)	(0.1)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
17137	(0.2)	(0.1)	(0.3)	-	-	-	-	-	原材料配合割合から推計				
17144	-	-	-	1.1	1.5	0.6	0.1	3.3					
17113	(0.1)	(0.3)	(0.4)	-	-	-	-	-	原材料配合割合から推計				
17115	2.3	3.9	6.2	-	-	-	-	-					
17034	1.0	0.8	1.8	-	-	-	-	-					
17035	2.4	2.3	4.7	-	-	-	-	-					
17036	0.6	1.2	1.7	-	-	-	-	-					
17037	0.3	0.8	1.1	-	-	-	-	-					
17038	0.8	1.1	1.9	-	-	-	-	-					
17118	0.7	Tr	0.8	-	-	-	-	-					
17116	(Tr)	(0.2)	(0.2)	-	-	-	-	-	原材料配合割合から推計				
17039	0.2	0	0.2	-	-	-	-	-					
17117	(0.2)	(0.7)	(0.8)	-	-	-	-	-	原材料配合割合から推計				
17041	(0.1)	(0.3)	(0.4)	-	-	-	-	-	原材料配合割合から推計				
17044	0.3	5.3	5.6	-	-	-	-	-					
17045	0.6	4.3	4.9	-	-	-	-	-					
17046	0.6	3.5	4.1	-	-	-	-	-					
17120	0.5	3.6	4.1	-	-	-	-	-					
17145	-	-	-	1.0	0.9	3.0	0.1	4.9					
